2017-07-19 21:45:27.0747|INFO   |Thread-4                      |ui.MainStage                                 : 416|svenina|2017-07-18_2017.2 Gesamtprobenplan.xlsx|PRUEFEN in Zeile 169: ensembles muss zwischen 1 und 2147483647 liegen => CalendarEvent{wochentag=Fr, beginnDatum=Fri Oct 27 00:00:00 CEST 2017, beginnUhrzeit=17:00, endeDatum=Fri Oct 27 00:00:00 CEST 2017, endeUhrzeit=19:00, beschreibung=Orchesterprobe h-Moll-Messe (ohne Tr./Pk./Hrn), ort=Stadtkirche, art=Probe, organistationsUebersicht=null, ensembles=[], dynamicCols={}}
2017-07-19 21:45:27.0747|INFO   |Thread-4                      |ui.MainStage                                 : 416|svenina|2017-07-18_2017.2 Gesamtprobenplan.xlsx|PRUEFEN in Zeile 170: ensembles muss zwischen 1 und 2147483647 liegen => CalendarEvent{wochentag=Fr., beginnDatum=Fri Oct 27 00:00:00 CEST 2017, beginnUhrzeit=19:00, endeDatum=Fri Oct 27 00:00:00 CEST 2017, endeUhrzeit=22:00, beschreibung=Hauptprobe h-Moll-Messe, ort=Stadtkirche, art=Probe, organistationsUebersicht=null, ensembles=[], dynamicCols={}}
2017-07-19 21:45:27.0747|INFO   |Thread-4                      |ui.MainStage                                 : 416|svenina|2017-07-18_2017.2 Gesamtprobenplan.xlsx|PRUEFEN in Zeile 174: ensembles muss zwischen 1 und 2147483647 liegen => CalendarEvent{wochentag=Sa, beginnDatum=Sat Oct 28 00:00:00 CEST 2017, beginnUhrzeit=11:00, endeDatum=Sat Oct 28 00:00:00 CEST 2017, endeUhrzeit=13:00, beschreibung=Solistenprobe h-Moll-Messe, ort=Gemeindehaus Stadtkirche, art=Probe, organistationsUebersicht=null, ensembles=[], dynamicCols={}}
2017-07-19 21:45:27.0747|INFO   |Thread-4                      |ui.MainStage                                 : 416|svenina|2017-07-18_2017.2 Gesamtprobenplan.xlsx|PRUEFEN in Zeile 175: ensembles muss zwischen 1 und 2147483647 liegen => CalendarEvent{wochentag=Sa., beginnDatum=Sat Oct 28 00:00:00 CEST 2017, beginnUhrzeit=13:30, endeDatum=Sat Oct 28 00:00:00 CEST 2017, endeUhrzeit=17:45, beschreibung=Orchesterprobe h-Moll-Messe , ort=Stadtkirche, art=Probe, organistationsUebersicht=null, ensembles=[], dynamicCols={}}
2017-07-19 21:45:27.0748|INFO   |Thread-4                      |ui.MainStage                                 : 416|svenina|2017-07-18_2017.2 Gesamtprobenplan.xlsx|PRUEFEN in Zeile 187: ensembles muss zwischen 1 und 2147483647 liegen => CalendarEvent{wochentag=Mo., beginnDatum=Mon Oct 30 00:00:00 CET 2017, beginnUhrzeit=18:00, endeDatum=Mon Oct 30 00:00:00 CET 2017, endeUhrzeit=19:30, beschreibung=Liturgenprobe Reformationsgottesdienst, ort=Stadtkirche, art=Probe, organistationsUebersicht=null, ensembles=[], dynamicCols={}}
2017-07-19 21:45:27.0749|INFO   |Thread-4                      |ui.MainStage                                 : 416|svenina|2017-07-18_2017.2 Gesamtprobenplan.xlsx|PRUEFEN in Zeile 197: ensembles muss zwischen 1 und 2147483647 liegen => CalendarEvent{wochentag=So., beginnDatum=Sun Nov 05 00:00:00 CET 2017, beginnUhrzeit=10:00, endeDatum=Sun Nov 05 00:00:00 CET 2017, endeUhrzeit=11:15, beschreibung=Gottesdienst, ort=Stadtkirche, art=Gottesdienst, organistationsUebersicht=null, ensembles=[], dynamicCols={}}
2017-07-19 21:45:27.0750|INFO   |Thread-4                      |ui.MainStage                                 : 416|svenina|2017-07-18_2017.2 Gesamtprobenplan.xlsx|PRUEFEN in Zeile 225: ensembles muss zwischen 1 und 2147483647 liegen => CalendarEvent{wochentag=So., beginnDatum=Sun Nov 12 00:00:00 CET 2017, beginnUhrzeit=10:00, endeDatum=Sun Nov 12 00:00:00 CET 2017, endeUhrzeit=11:15, beschreibung=Gottesdienst, ort=Stadtkirche, art=Gottesdienst, organistationsUebersicht=null, ensembles=[], dynamicCols={}}
2017-07-19 21:45:27.0750|INFO   |Thread-4                      |ui.MainStage                                 : 416|svenina|2017-07-18_2017.2 Gesamtprobenplan.xlsx|PRUEFEN in Zeile 296: ensembles muss zwischen 1 und 2147483647 liegen => CalendarEvent{wochentag=Fr., beginnDatum=Fri Dec 01 00:00:00 CET 2017, beginnUhrzeit=18:00, endeDatum=Fri Dec 01 00:00:00 CET 2017, endeUhrzeit=18:45, beschreibung=Atempause im Advent, ort=Stadtkirche, art=Konzert, organistationsUebersicht=null, ensembles=[], dynamicCols={}}
2017-07-19 21:45:27.0750|INFO   |Thread-4                      |ui.MainStage                                 : 416|svenina|2017-07-18_2017.2 Gesamtprobenplan.xlsx|PRUEFEN in Zeile 329: ensembles muss zwischen 1 und 2147483647 liegen => CalendarEvent{wochentag=Fr., beginnDatum=Fri Dec 08 00:00:00 CET 2017, beginnUhrzeit=18:00, endeDatum=Fri Dec 08 00:00:00 CET 2017, endeUhrzeit=18:45, beschreibung=Atempause im Advent, ort=Stadtkirche, art=Konzert, organistationsUebersicht=null, ensembles=[], dynamicCols={}}
2017-07-19 21:45:27.0751|INFO   |Thread-4                      |ui.MainStage                                 : 416|svenina|2017-07-18_2017.2 Gesamtprobenplan.xlsx|PRUEFEN in Zeile 330: ensembles muss zwischen 1 und 2147483647 liegen => CalendarEvent{wochentag=Sa., beginnDatum=Sat Dec 09 00:00:00 CET 2017, beginnUhrzeit=10:00, endeDatum=Sat Dec 09 00:00:00 CET 2017, endeUhrzeit=14:00, beschreibung=Probe, ort=Theater, art=Probe, organistationsUebersicht=null, ensembles=[], dynamicCols={}}
2017-07-19 21:45:27.0751|INFO   |Thread-4                      |ui.MainStage                                 : 416|svenina|2017-07-18_2017.2 Gesamtprobenplan.xlsx|PRUEFEN in Zeile 354: ensembles muss zwischen 1 und 2147483647 liegen => CalendarEvent{wochentag=Fr., beginnDatum=Fri Dec 15 00:00:00 CET 2017, beginnUhrzeit=18:00, endeDatum=Fri Dec 15 00:00:00 CET 2017, endeUhrzeit=18:45, beschreibung=Atempause im Advent, ort=Stadtkirche, art=Konzert, organistationsUebersicht=null, ensembles=[], dynamicCols={}}
2017-07-19 21:45:27.0752|INFO   |Thread-4                      |ui.MainStage                                 : 416|svenina|2017-07-18_2017.2 Gesamtprobenplan.xlsx|PRUEFEN in Zeile 360: ensembles muss zwischen 1 und 2147483647 liegen => CalendarEvent{wochentag=So., beginnDatum=Sun Dec 17 00:00:00 CET 2017, beginnUhrzeit=10:00, endeDatum=Sun Dec 17 00:00:00 CET 2017, endeUhrzeit=11:15, beschreibung=Gottesdienst, ort=Stadtkirche, art=Gottesdienst, organistationsUebersicht=null, ensembles=[], dynamicCols={}}
2017-07-19 21:45:27.0752|INFO   |Thread-4                      |ui.MainStage                                 : 416|svenina|2017-07-18_2017.2 Gesamtprobenplan.xlsx|PRUEFEN in Zeile 380: ensembles muss zwischen 1 und 2147483647 liegen => CalendarEvent{wochentag=Fr., beginnDatum=Fri Dec 22 00:00:00 CET 2017, beginnUhrzeit=18:00, endeDatum=Fri Dec 22 00:00:00 CET 2017, endeUhrzeit=18:45, beschreibung=Atempause im Advent, ort=Stadtkirche, art=Konzert, organistationsUebersicht=null, ensembles=[], dynamicCols={}}
2017-07-19 21:45:27.0752|INFO   |Thread-4                      |ui.MainStage                                 : 416|svenina|2017-07-18_2017.2 Gesamtprobenplan.xlsx|PRUEFEN in Zeile 459: ensembles muss zwischen 1 und 2147483647 liegen => CalendarEvent{wochentag=Mi., beginnDatum=Wed Mar 28 00:00:00 CEST 2018, beginnUhrzeit=17:00, endeDatum=Wed Mar 28 00:00:00 CEST 2018, endeUhrzeit=19:00, beschreibung=Orchesterprobe Händel: Brockespassion, ort=N.N., art=Probe, organistationsUebersicht=null, ensembles=[], dynamicCols={}}
2017-07-19 21:45:27.0753|INFO   |Thread-4                      |ui.MainStage                                 : 416|svenina|2017-07-18_2017.2 Gesamtprobenplan.xlsx|PRUEFEN in Zeile 462: ensembles muss zwischen 1 und 2147483647 liegen => CalendarEvent{wochentag=Do., beginnDatum=Thu Mar 29 00:00:00 CEST 2018, beginnUhrzeit=14:00, endeDatum=Thu Mar 29 00:00:00 CEST 2018, endeUhrzeit=18:00, beschreibung=Solistenprobe Händel: Brockespassion, ort=N.N., art=Probe, organistationsUebersicht=null, ensembles=[], dynamicCols={}}
2017-07-19 21:45:27.0753|INFO   |Thread-4                      |ui.MainStage                                 : 416|svenina|2017-07-18_2017.2 Gesamtprobenplan.xlsx|PRUEFEN in Zeile 463: ensembles muss zwischen 1 und 2147483647 liegen => CalendarEvent{wochentag=Do., beginnDatum=Thu Mar 29 00:00:00 CEST 2018, beginnUhrzeit=14:00, endeDatum=Thu Mar 29 00:00:00 CEST 2018, endeUhrzeit=18:00, beschreibung=Orchesterprobe Händel: Brockespassion, ort=N.N., art=Probe, organistationsUebersicht=null, ensembles=[], dynamicCols={}}
2017-07-19 21:45:27.0754|INFO   |Thread-4                      |ui.MainStage                                 : 416|svenina|2017-07-18_2017.2 Gesamtprobenplan.xlsx|PRUEFEN in Zeile 470: ensembles muss zwischen 1 und 2147483647 liegen => CalendarEvent{wochentag=Fr., beginnDatum=Fri Mar 30 00:00:00 CEST 2018, beginnUhrzeit=18:00, endeDatum=Fri Mar 30 00:00:00 CEST 2018, endeUhrzeit=19:00, beschreibung=Orchesterprobe, ort=N.N., art=Probe, organistationsUebersicht=null, ensembles=[], dynamicCols={}}
2017-07-19 21:45:27.0754|INFO   |Thread-4                      |ui.MainStage                                 : 416|svenina|2017-07-18_2017.2 Gesamtprobenplan.xlsx|PRUEFEN in Zeile 505: ensembles muss zwischen 1 und 2147483647 liegen => CalendarEvent{wochentag=Mi., beginnDatum=Wed May 23 00:00:00 CEST 2018, beginnUhrzeit=19:00, endeDatum=Wed May 23 00:00:00 CEST 2018, endeUhrzeit=20:00, beschreibung=3. Bachstunde, ort=Stadtkirche, art=Konzert, organistationsUebersicht=null, ensembles=[], dynamicCols={}}
2017-07-19 21:45:27.0754|INFO   |Thread-4                      |ui.MainStage                                 : 416|svenina|2017-07-18_2017.2 Gesamtprobenplan.xlsx|PRUEFEN in Zeile 507: ensembles muss zwischen 1 und 2147483647 liegen => CalendarEvent{wochentag=Mi., beginnDatum=Wed May 30 00:00:00 CEST 2018, beginnUhrzeit=19:00, endeDatum=Wed May 30 00:00:00 CEST 2018, endeUhrzeit=20:00, beschreibung=4. Bachstunde, ort=Stadtkirche, art=Konzert, organistationsUebersicht=null, ensembles=[], dynamicCols={}}
2017-07-19 21:45:27.0755|INFO   |Thread-4                      |ui.MainStage                                 : 416|svenina|2017-07-18_2017.2 Gesamtprobenplan.xlsx|PRUEFEN in Zeile 516: ensembles muss zwischen 1 und 2147483647 liegen => CalendarEvent{wochentag=Mi., beginnDatum=Wed Jun 20 00:00:00 CEST 2018, beginnUhrzeit=19:00, endeDatum=Wed Jun 20 00:00:00 CEST 2018, endeUhrzeit=20:00, beschreibung=7. Bachstunde, ort=Stadtkirche, art=Konzert, organistationsUebersicht=null, ensembles=[], dynamicCols={}}
2017-07-19 21:45:27.0755|INFO   |Thread-4                      |ui.MainStage                                 : 416|svenina|2017-07-18_2017.2 Gesamtprobenplan.xlsx|PRUEFEN in Zeile 527: ensembles muss zwischen 1 und 2147483647 liegen => CalendarEvent{wochentag=Sa., beginnDatum=Sat Sep 22 00:00:00 CEST 2018, beginnUhrzeit=19:30, endeDatum=Sat Sep 22 00:00:00 CEST 2018, endeUhrzeit=21:00, beschreibung=Konzert der Hochschule für Kirchenmusik Herford, ort=Stadtkirche, art=Konzert, organistationsUebersicht=null, ensembles=[], dynamicCols={}}
2017-07-19 21:45:27.0755|INFO   |Thread-4                      |ui.MainStage                                 : 416|svenina|2017-07-18_2017.2 Gesamtprobenplan.xlsx|PRUEFEN in Zeile 535: ensembles muss zwischen 1 und 2147483647 liegen => CalendarEvent{wochentag=Fr., beginnDatum=Fri Nov 30 00:00:00 CET 2018, beginnUhrzeit=18:00, endeDatum=Fri Nov 30 00:00:00 CET 2018, endeUhrzeit=18:45, beschreibung=Atempause im Advent, ort=Stadtkirche, art=Konzert, organistationsUebersicht=null, ensembles=[], dynamicCols={}}
2017-07-19 21:45:27.0755|INFO   |Thread-4                      |ui.MainStage                                 : 416|svenina|2017-07-18_2017.2 Gesamtprobenplan.xlsx|PRUEFEN in Zeile 549: ensembles muss zwischen 1 und 2147483647 liegen => CalendarEvent{wochentag=Fr., beginnDatum=Fri Dec 07 00:00:00 CET 2018, beginnUhrzeit=18:00, endeDatum=Fri Dec 07 00:00:00 CET 2018, endeUhrzeit=18:45, beschreibung=Atempause im Advent, ort=Stadtkirche, art=Konzert, organistationsUebersicht=null, ensembles=[], dynamicCols={}}
2017-07-19 21:45:27.0756|INFO   |Thread-4                      |ui.MainStage                                 : 416|svenina|2017-07-18_2017.2 Gesamtprobenplan.xlsx|PRUEFEN in Zeile 550: ensembles muss zwischen 1 und 2147483647 liegen => CalendarEvent{wochentag=Sa., beginnDatum=Sat Dec 08 00:00:00 CET 2018, beginnUhrzeit=17:00, endeDatum=Sat Dec 08 00:00:00 CET 2018, endeUhrzeit=19:00, beschreibung=Weihnachtskonzert - Veranstalter: Ungerer Werkschor, ort=Stadtkirche, art=Konzert, organistationsUebersicht=null, ensembles=[], dynamicCols={}}
2017-07-19 21:45:27.0756|INFO   |Thread-4                      |ui.MainStage                                 : 416|svenina|2017-07-18_2017.2 Gesamtprobenplan.xlsx|PRUEFEN in Zeile 553: ensembles muss zwischen 1 und 2147483647 liegen => CalendarEvent{wochentag=Fr., beginnDatum=Fri Dec 14 00:00:00 CET 2018, beginnUhrzeit=18:00, endeDatum=Fri Dec 14 00:00:00 CET 2018, endeUhrzeit=18:45, beschreibung=Atempause im Advent, ort=Stadtkirche, art=Konzert, organistationsUebersicht=null, ensembles=[], dynamicCols={}}
2017-07-19 21:45:27.0756|INFO   |Thread-4                      |ui.MainStage                                 : 416|svenina|2017-07-18_2017.2 Gesamtprobenplan.xlsx|PRUEFEN in Zeile 558: ensembles muss zwischen 1 und 2147483647 liegen => CalendarEvent{wochentag=Fr., beginnDatum=Fri Dec 21 00:00:00 CET 2018, beginnUhrzeit=18:00, endeDatum=Fri Dec 21 00:00:00 CET 2018, endeUhrzeit=18:45, beschreibung=Atempause im Advent, ort=Stadtkirche, art=Konzert, organistationsUebersicht=null, ensembles=[], dynamicCols={}}
2017-07-19 21:45:27.0756|INFO   |Thread-4                      |ui.MainStage                                 : 416|svenina|2017-07-18_2017.2 Gesamtprobenplan.xlsx|-- herausgefiltert: 0 Elemente.
2017-07-19 21:45:27.0791|INFO   |Thread-4                      |ui.MainStage                                 : 416|svenina|2017-07-18_2017.2 Gesamtprobenplan.xlsx| -- Gottesdienst = 39
2017-07-19 21:45:27.0792|INFO   |Thread-4                      |ui.MainStage                                 : 416|svenina|2017-07-18_2017.2 Gesamtprobenplan.xlsx| -- Konzert = 63
2017-07-19 21:45:27.0792|INFO   |Thread-4                      |ui.MainStage                                 : 416|svenina|2017-07-18_2017.2 Gesamtprobenplan.xlsx| -- Probe = 456
2017-07-19 21:45:27.0792|INFO   |Thread-4                      |ui.MainStage                                 : 416|svenina|2017-07-18_2017.2 Gesamtprobenplan.xlsx|Wandle 558 Termine in CSV um.
2017-07-19 21:45:27.0793|INFO   |Thread-4                      |ui.MainStage                                 : 416|svenina|2017-07-18_2017.2 Gesamtprobenplan.xlsx|Konvertierung ist beendet
